SampleID,RNA-Seq_Sample_Preparation,RNA-Seq_Sequencing_Machine,RNA-Seq_Library_Selection,RNA-Seq_Sequencing_Approach,RNA-Seq_ReadLength_bp,RNA-Seq_StrandedAnalysis_InferExperiment_PeSense,RNA-Seq_StrandedAnalysis_InferExperiment_AntiSense,RNA-Seq_StrandedAnalysis_InferExperiment_Failed,RNA-Seq_Predicted_Strandness_InferExperiment
SJHM030102_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.017,0.929,0.0539,Stranded
SJHM030201_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0232,0.9406,0.0362,Stranded
SJHM030269_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0172,0.9387,0.0441,Stranded
SJHM030291_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0208,0.9324,0.0468,Stranded
SJHM030302_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0139,0.9385,0.0476,Stranded
SJMB030385_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030162_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.016,0.9368,0.0472,Stranded
SJLGG030165_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.015,0.9408,0.0442,Stranded
SJLGG030182_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.021,0.935,0.0441,Stranded
SJLGG030202_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.1249,0.8277,0.0473,Stranded
SJLGG030321_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0208,0.9331,0.0461,Stranded
SJLGG030326_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0136,0.931,0.0554,Stranded
SJLGG030340_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0162,0.9412,0.0426,Stranded
SJLGG030341_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0367,0.9102,0.053,Stranded
SJLGG030365_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0175,0.9442,0.0383,Stranded
SJMB030055_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0219,0.9201,0.058,Stranded
SJMB030056_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.043,0.9087,0.0483,Stranded
SJMB030087_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0185,0.9257,0.0558,Stranded
SJMB030089_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0191,0.9207,0.0602,Stranded
SJMB030092_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0199,0.927,0.0531,Stranded
SJMB030110_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0184,0.9241,0.0575,Stranded
SJMB030114_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0293,0.9166,0.0541,Stranded
SJMB030139_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0249,0.9197,0.0554,Stranded
SJMB030181_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.1112,0.8415,0.0473,Stranded
SJMB030187_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.1357,0.8142,0.0501,Stranded
SJMB030239_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0286,0.9284,0.043,Stranded
SJMB030251_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0163,0.9456,0.0382,Stranded
SJMB030296_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0232,0.9153,0.0615,Stranded
SJMB030312_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0245,0.9145,0.061,Stranded
SJMB030315_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0768,0.8713,0.052,Stranded
SJMB030333_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0255,0.9156,0.0588,Stranded
SJMEL030083_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0137,0.9209,0.0655,Stranded
SJMEL030194_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0143,0.9292,0.0565,Stranded
SJNBL030096_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0139,0.9331,0.053,Stranded
SJNBL030107_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0248,0.9269,0.0483,Stranded
SJMB030396_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030152_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0217,0.9168,0.0615,Stranded
SJNBL030158_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0308,0.9158,0.0534,Stranded
SJNBL030177_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0322,0.9258,0.042,Stranded
SJNBL030203_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.1123,0.8392,0.0486,Stranded
SJNBL030224_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0231,0.9215,0.0554,Stranded
SJNBL030259_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.078,0.8661,0.0559,Stranded
SJNBL030307_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0272,0.9392,0.0336,Stranded
SJNBL030309_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0244,0.92,0.0556,Stranded
SJNBL030339_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0234,0.922,0.0546,Stranded
SJOS030101_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.02,0.9288,0.0512,Stranded
SJOS030129_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0141,0.9295,0.0564,Stranded
SJMB030407_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030272_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0151,0.9638,0.021,Stranded
SJOS030279_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0264,0.9484,0.0253,Stranded
SJRB030050_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0464,0.8951,0.0585,Stranded
SJRB030065_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.1114,0.8357,0.0529,Stranded
SJMB030426_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030149_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0288,0.9073,0.0639,Stranded
SJRB030178_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.1559,0.7976,0.0466,Stranded
SJRB030188_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0744,0.8673,0.0583,Stranded
SJRB030197_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0552,0.8881,0.0567,Stranded
SJRB030199_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0417,0.9015,0.0568,Stranded
SJMB030446_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030252_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0265,0.9104,0.0631,Stranded
SJMB030468_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030304_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0569,0.89,0.0531,Stranded
SJMB030488_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030115_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0145,0.9254,0.0601,Stranded
SJRHB030142_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0137,0.937,0.0493,Stranded
SJRHB030264_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.048,0.9114,0.0406,Stranded
SJRHB030348_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0153,0.9378,0.0469,Stranded
SJST030043_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0154,0.9323,0.0523,Stranded
SJMB030504_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030049_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0096,0.9236,0.0668,Stranded
SJST030084_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0262,0.9243,0.0495,Stranded
SJST030105_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0136,0.9352,0.0512,Stranded
SJST030121_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0323,0.9036,0.0641,Stranded
SJMB030536_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030131_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.1011,0.8577,0.0412,Stranded
SJST030131_D3,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0144,0.9261,0.0595,Stranded
SJST030137_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0196,0.9165,0.0638,Stranded
SJST030157_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0286,0.9245,0.0469,Stranded
SJST030167_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0155,0.9242,0.0603,Stranded
SJST030211_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0103,0.9404,0.0493,Stranded
SJST030222_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0224,0.916,0.0616,Stranded
SJST030226_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0261,0.9158,0.058,Stranded
SJST030246_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0166,0.9408,0.0426,Stranded
SJST030303_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0171,0.9314,0.0515,Stranded
SJST030308_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0195,0.9386,0.0419,Stranded
SJST030310_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0129,0.9264,0.0608,Stranded
SJST030329_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0111,0.927,0.0619,Stranded
SJTALL030047_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.02,0.9292,0.0507,Stranded
SJTALL030064_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0233,0.927,0.0497,Stranded
SJTALL030071_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0146,0.9317,0.0536,Stranded
SJTALL030124_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0309,0.9312,0.0378,Stranded
SJTALL030125_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0218,0.9338,0.0444,Stranded
SJTALL030134_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0276,0.9228,0.0496,Stranded
SJTALL030175_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0208,0.9235,0.0556,Stranded
SJTALL030189_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.023,0.9301,0.0468,Stranded
SJTALL030212_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0183,0.9367,0.0451,Stranded
SJTALL030213_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0185,0.9399,0.0416,Stranded
SJTALL030249_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0263,0.9392,0.0345,Stranded
SJTALL030263_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0348,0.9286,0.0366,Stranded
SJTALL030338_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0222,0.9144,0.0633,Stranded
SJMB030539_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJWLM030106_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0214,0.9344,0.0442,Stranded
SJWLM030138_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.028,0.9241,0.0479,Stranded
SJWLM030180_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0183,0.9336,0.0481,Stranded
SJWLM030180_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0271,0.9246,0.0482,Stranded
SJWLM030223_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0215,0.9346,0.044,Stranded
SJWLM030234_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0162,0.9359,0.0479,Stranded
SJWLM030261_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0166,0.9384,0.0449,Stranded
SJWLM030261_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0147,0.9414,0.0439,Stranded
SJMB030562_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030583_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030590_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030593_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030594_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030596_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030613_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030649_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030656_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030667_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030679_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030682_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030695_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030696_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030706_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030711_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030712_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030750_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030753_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030776_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030827_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030828_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030838_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030839_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030914_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030915_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030919_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030931_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030949_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030966_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031001_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031018_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031039_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031098_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031112_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031118_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031126_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031131_D1,FFPE,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030083_R1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030436_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030472_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030473_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030585_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030746_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030747_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030777_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030912_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030957_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL031030_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL031060_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL031072_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL031086_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030412_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030513_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030623_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030694_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030824_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030386_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030441_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030444_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030528_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030566_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030579_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030589_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030752_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030815_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS031017_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030411_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030445_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030480_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030550_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030552_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030646_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030681_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030814_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030858_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030898_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030944_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB031003_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB031147_D1,FFPE,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030381_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030389_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030418_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030425_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030428_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030433_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030456_R1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030457_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030479_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030503_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030531_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030567_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030636_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030642_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030731_D1,FFPE,"NextSeq,HiSeq4000",Total_RNA,Paired_End,126,,,,Undetermined
SJST030732_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030768_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030835_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030868_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030929_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030941_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030945_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST031013_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST031027_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST031101_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST031103_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST031146_D1,FFPE,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJWLM030423_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJWLM030429_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL020811_D1,Fresh/Frozen,MiSeq,PolyA,Paired_End,301,0.4819,0.4671,0.051,Unstranded
SJBALL021530_D1,Fresh/Frozen,MiSeq,PolyA,Paired_End,301,0.4821,0.4683,0.0496,Unstranded
SJHYPO010000_C34,Fresh/Frozen,MiSeq,PolyA,Paired_End,300,0.472,0.4725,0.0555,Unstranded
SJETV068_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4676,0.4714,0.061,Unstranded
SJETV073_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4783,0.4778,0.0438,Unstranded
SJETV074_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4668,0.4709,0.0622,Unstranded
SJETV075_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.479,0.4799,0.0411,Unstranded
SJETV077_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4718,0.4764,0.0517,Unstranded
SJETV079_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4783,0.4822,0.0395,Unstranded
SJETV082_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.468,0.4745,0.0575,Unstranded
SJETV083_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4732,0.4791,0.0477,Unstranded
SJETV085_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4775,0.48,0.0425,Unstranded
SJETV088_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4597,0.4668,0.0735,Unstranded
SJETV089_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4788,0.4786,0.0426,Unstranded
SJETV096_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.471,0.4762,0.0528,Unstranded
SJLGG045_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4838,0.4887,0.0275,Unstranded
SJETV092_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4768,0.478,0.0452,Unstranded
SJETV093_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,60 and 101,0.4723,0.4769,0.0508,Unstranded
SJEPD040_D,Fresh/Frozen,"MiSeq,HiSeq2000",PolyA,Paired_End,104 and 300,0.4836,0.4844,0.032,Unstranded
SJAMLM7015543_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.44,0.5212,0.0388,Strandedness unclear
SJEPD032_D,FFPE/Target Enriched,HiSeq2000,PolyA,Paired_End,101,0.4898,0.4914,0.0188,Unstranded
SJEPD034_D,FFPE/Target Enriched,HiSeq2000,PolyA,Paired_End,101,0.4889,0.4932,0.0179,Unstranded
SJLGG033_D,FFPE/Target Enriched,HiSeq2000,PolyA,Paired_End,101,0.4596,0.4618,0.0787,Unstranded
SJLGG042_D,FFPE/Target Enriched,HiSeq2000,PolyA,Paired_End,101,0.4643,0.4673,0.0684,Unstranded
SJMEL001030_D1,FFPE/Target Enriched,HiSeq2000,Total_RNA,Paired_End,101,0.0396,0.9007,0.0597,Stranded
SJMEL001032_D1,FFPE/Target Enriched,HiSeq2000,Total_RNA,Paired_End,101,0.0212,0.9338,0.045,Stranded
SJMEL001033_D1,FFPE/Target Enriched,HiSeq2000,PolyA,Paired_End,101,0.5337,0.4303,0.036,Unstranded
SJAMLM7010483_G2,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4738,0.4618,0.0645,Unstranded
SJAMLM7010483_G3,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4642,0.466,0.0698,Unstranded
SJAMLM7010483_G4,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4695,0.4673,0.0633,Unstranded
