KEY,Study,SampleID,SequencingType,SampleSequencing,BamFile,SampleTypeAbbreviation,SampleTypeDescription,Sample_Preparation,SamplePreservativeDesignationReason,SequencingMachineIDs,Sequencing_Machine,Library_Selection,Sequencing_Approach,Lab_Reported_Strandedness,Sequencing_Protocol,SequencingProtocolDesignationReason,ReadLength_bp,Protocol,StrandedAnalysis_InferExperiment_PeSense,StrandedAnalysis_InferExperiment_AntiSense,StrandedAnalysis_InferExperiment_Failed,Predicted Strandness via InferExperiment,KeepOrExclude,Reason for Decision
RTCG_SJBALL030378_D1,RTCG,SJBALL030378_D1,RNA-Seq,SJBALL030378_D1.RNA-Seq,SJBALL030378_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030379_D1,RTCG,SJBALL030379_D1,RNA-Seq,SJBALL030379_D1.RNA-Seq,SJBALL030379_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030384_D1,RTCG,SJBALL030384_D1,RNA-Seq,SJBALL030384_D1.RNA-Seq,SJBALL030384_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030404_D1,RTCG,SJBALL030404_D1,RNA-Seq,SJBALL030404_D1.RNA-Seq,SJBALL030404_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030413_D1,RTCG,SJBALL030413_D1,RNA-Seq,SJBALL030413_D1.RNA-Seq,SJBALL030413_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030414_D1,RTCG,SJBALL030414_D1,RNA-Seq,SJBALL030414_D1.RNA-Seq,SJBALL030414_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030415_D1,RTCG,SJBALL030415_D1,RNA-Seq,SJBALL030415_D1.RNA-Seq,SJBALL030415_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030432_D1,RTCG,SJBALL030432_D1,RNA-Seq,SJBALL030432_D1.RNA-Seq,SJBALL030432_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030434_D1,RTCG,SJBALL030434_D1,RNA-Seq,SJBALL030434_D1.RNA-Seq,SJBALL030434_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030448_D1,RTCG,SJBALL030448_D1,RNA-Seq,SJBALL030448_D1.RNA-Seq,SJBALL030448_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030463_D1,RTCG,SJBALL030463_D1,RNA-Seq,SJBALL030463_D1.RNA-Seq,SJBALL030463_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00326,NS500229","HiSeq4000,NextSeq",Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030466_D1,RTCG,SJBALL030466_D1,RNA-Seq,SJBALL030466_D1.RNA-Seq,SJBALL030466_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030474_D1,RTCG,SJBALL030474_D1,RNA-Seq,SJBALL030474_D1.RNA-Seq,SJBALL030474_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030475_D1,RTCG,SJBALL030475_D1,RNA-Seq,SJBALL030475_D1.RNA-Seq,SJBALL030475_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030482_D1,RTCG,SJBALL030482_D1,RNA-Seq,SJBALL030482_D1.RNA-Seq,SJBALL030482_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030491_D1,RTCG,SJBALL030491_D1,RNA-Seq,SJBALL030491_D1.RNA-Seq,SJBALL030491_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030492_D1,RTCG,SJBALL030492_D1,RNA-Seq,SJBALL030492_D1.RNA-Seq,SJBALL030492_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030499_D1,RTCG,SJBALL030499_D1,RNA-Seq,SJBALL030499_D1.RNA-Seq,SJBALL030499_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030507_D1,RTCG,SJBALL030507_D1,RNA-Seq,SJBALL030507_D1.RNA-Seq,SJBALL030507_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030515_D1,RTCG,SJBALL030515_D1,RNA-Seq,SJBALL030515_D1.RNA-Seq,SJBALL030515_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030516_D1,RTCG,SJBALL030516_D1,RNA-Seq,SJBALL030516_D1.RNA-Seq,SJBALL030516_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030517_D1,RTCG,SJBALL030517_D1,RNA-Seq,SJBALL030517_D1.RNA-Seq,SJBALL030517_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030519_D1,RTCG,SJBALL030519_D1,RNA-Seq,SJBALL030519_D1.RNA-Seq,SJBALL030519_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030520_D1,RTCG,SJBALL030520_D1,RNA-Seq,SJBALL030520_D1.RNA-Seq,SJBALL030520_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030523_D1,RTCG,SJBALL030523_D1,RNA-Seq,SJBALL030523_D1.RNA-Seq,SJBALL030523_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030523_R1,RTCG,SJBALL030523_R1,RNA-Seq,SJBALL030523_R1.RNA-Seq,SJBALL030523_R1.RNA-Seq.bam,R1,RELAPSE,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NS500229,NB551266",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030525_D1,RTCG,SJBALL030525_D1,RNA-Seq,SJBALL030525_D1.RNA-Seq,SJBALL030525_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030532_D1,RTCG,SJBALL030532_D1,RNA-Seq,SJBALL030532_D1.RNA-Seq,SJBALL030532_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030533_D1,RTCG,SJBALL030533_D1,RNA-Seq,SJBALL030533_D1.RNA-Seq,SJBALL030533_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030535_D1,RTCG,SJBALL030535_D1,RNA-Seq,SJBALL030535_D1.RNA-Seq,SJBALL030535_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030541_D1,RTCG,SJBALL030541_D1,RNA-Seq,SJBALL030541_D1.RNA-Seq,SJBALL030541_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030542_D1,RTCG,SJBALL030542_D1,RNA-Seq,SJBALL030542_D1.RNA-Seq,SJBALL030542_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030543_D1,RTCG,SJBALL030543_D1,RNA-Seq,SJBALL030543_D1.RNA-Seq,SJBALL030543_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030563_D1,RTCG,SJBALL030563_D1,RNA-Seq,SJBALL030563_D1.RNA-Seq,SJBALL030563_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030568_D1,RTCG,SJBALL030568_D1,RNA-Seq,SJBALL030568_D1.RNA-Seq,SJBALL030568_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030569_D1,RTCG,SJBALL030569_D1,RNA-Seq,SJBALL030569_D1.RNA-Seq,SJBALL030569_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030572_D1,RTCG,SJBALL030572_D1,RNA-Seq,SJBALL030572_D1.RNA-Seq,SJBALL030572_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030574_D1,RTCG,SJBALL030574_D1,RNA-Seq,SJBALL030574_D1.RNA-Seq,SJBALL030574_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030576_D1,RTCG,SJBALL030576_D1,RNA-Seq,SJBALL030576_D1.RNA-Seq,SJBALL030576_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030588_D1,RTCG,SJBALL030588_D1,RNA-Seq,SJBALL030588_D1.RNA-Seq,SJBALL030588_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030603_D1,RTCG,SJBALL030603_D1,RNA-Seq,SJBALL030603_D1.RNA-Seq,SJBALL030603_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030607_D1,RTCG,SJBALL030607_D1,RNA-Seq,SJBALL030607_D1.RNA-Seq,SJBALL030607_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030618_D1,RTCG,SJBALL030618_D1,RNA-Seq,SJBALL030618_D1.RNA-Seq,SJBALL030618_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030639_D1,RTCG,SJBALL030639_D1,RNA-Seq,SJBALL030639_D1.RNA-Seq,SJBALL030639_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030644_D1,RTCG,SJBALL030644_D1,RNA-Seq,SJBALL030644_D1.RNA-Seq,SJBALL030644_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030652_D1,RTCG,SJBALL030652_D1,RNA-Seq,SJBALL030652_D1.RNA-Seq,SJBALL030652_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NS500229,NB551266",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030653_D1,RTCG,SJBALL030653_D1,RNA-Seq,SJBALL030653_D1.RNA-Seq,SJBALL030653_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NS500229,NB551266",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030659_D1,RTCG,SJBALL030659_D1,RNA-Seq,SJBALL030659_D1.RNA-Seq,SJBALL030659_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030662_D1,RTCG,SJBALL030662_D1,RNA-Seq,SJBALL030662_D1.RNA-Seq,SJBALL030662_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030663_D1,RTCG,SJBALL030663_D1,RNA-Seq,SJBALL030663_D1.RNA-Seq,SJBALL030663_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030675_D1,RTCG,SJBALL030675_D1,RNA-Seq,SJBALL030675_D1.RNA-Seq,SJBALL030675_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030685_D1,RTCG,SJBALL030685_D1,RNA-Seq,SJBALL030685_D1.RNA-Seq,SJBALL030685_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030700_D1,RTCG,SJBALL030700_D1,RNA-Seq,SJBALL030700_D1.RNA-Seq,SJBALL030700_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NS500229,NB551266",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030701_D1,RTCG,SJBALL030701_D1,RNA-Seq,SJBALL030701_D1.RNA-Seq,SJBALL030701_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NS500229,NB551266",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030709_D1,RTCG,SJBALL030709_D1,RNA-Seq,SJBALL030709_D1.RNA-Seq,SJBALL030709_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030713_D1,RTCG,SJBALL030713_D1,RNA-Seq,SJBALL030713_D1.RNA-Seq,SJBALL030713_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030718_D1,RTCG,SJBALL030718_D1,RNA-Seq,SJBALL030718_D1.RNA-Seq,SJBALL030718_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030719_D1,RTCG,SJBALL030719_D1,RNA-Seq,SJBALL030719_D1.RNA-Seq,SJBALL030719_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJBALL030724_D1,RTCG,SJBALL030724_D1,RNA-Seq,SJBALL030724_D1.RNA-Seq,SJBALL030724_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
